date,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-04-11,105.984,105.543,106.11,105.527,49506,560886348.0,0.55,-0.6,-0.636,2.58
2024-04-12,105.855,105.912,106.026,105.685,43510,493547868.0,0.32,0.35,0.369,2.26
2024-04-15,105.95,105.979,106.08,105.896,31246,354648551.0,0.17,0.06,0.067,1.63
2024-04-16,105.979,106.15,106.17,105.901,28486,323393109.0,0.25,0.16,0.171,1.48
2024-04-17,106.447,106.51,106.7,106.151,39465,450027430.0,0.52,0.34,0.36,2.05
2024-04-18,106.56,106.995,107.05,106.56,46013,525771080.0,0.46,0.46,0.485,2.39
2024-04-19,107.103,107.247,107.42,107.103,60289,691792645.0,0.3,0.24,0.252,3.14
2024-04-22,107.414,107.685,107.718,107.365,42111,484673703.0,0.33,0.41,0.438,2.19
2024-04-23,107.751,108.276,108.32,107.751,65509,757036945.0,0.53,0.55,0.591,3.41
2024-04-24,107.997,107.031,108.001,106.867,65351,739790804.0,1.05,-1.15,-1.245,3.4
2024-04-25,106.786,106.416,106.98,106.401,49067,553039608.0,0.54,-0.57,-0.615,2.55
2024-04-26,106.416,105.937,106.799,105.88,49780,558984976.0,0.86,-0.45,-0.479,2.59
2024-04-29,105.897,104.685,105.897,104.183,47161,522054033.0,1.62,-1.18,-1.252,2.45
2024-04-30,104.98,105.539,105.55,104.98,33483,373061506.0,0.54,0.82,0.854,1.74
2024-05-06,105.538,105.295,105.548,105.06,51506,573779517.0,0.46,-0.23,-0.244,2.68
2024-05-07,105.444,105.685,105.7,105.411,51234,571610589.0,0.27,0.37,0.39,2.67
2024-05-08,105.594,105.701,105.81,105.49,47788,533670818.0,0.3,0.02,0.016,2.49
2024-05-09,105.445,105.348,105.55,104.96,43999,490193998.0,0.56,-0.33,-0.353,2.29
2024-05-10,105.199,104.751,105.35,104.701,47349,525504684.0,0.62,-0.57,-0.597,2.46
2024-05-13,104.999,105.392,105.4,104.998,46111,513130422.0,0.38,0.61,0.641,2.4
2024-05-14,105.503,105.546,105.719,105.481,39846,444742348.0,0.23,0.15,0.154,2.07
2024-05-15,105.573,105.405,105.699,105.266,41157,458991197.0,0.41,-0.13,-0.141,2.14
2024-05-16,105.35,105.024,105.35,104.939,40875,454125529.0,0.39,-0.36,-0.381,2.13
2024-05-17,104.72,104.757,104.999,104.543,55039,609536713.0,0.43,-0.25,-0.267,2.86
2024-05-20,105.005,105.096,105.13,104.861,36920,409976868.0,0.26,0.32,0.339,1.92
2024-05-21,105.01,104.89,105.011,104.821,27707,307293441.0,0.18,-0.2,-0.206,1.44
2024-05-22,104.973,105.088,105.212,104.894,34113,379002765.0,0.3,0.19,0.198,1.77
2024-05-23,105.301,105.44,105.51,105.285,43291,482368191.0,0.21,0.33,0.352,2.25
2024-05-24,105.6,105.337,105.688,105.219,34343,382622588.0,0.44,-0.1,-0.103,1.79
2024-05-27,105.233,105.339,105.398,105.195,31659,352238444.0,0.19,0.0,0.002,1.65
2024-05-28,105.514,105.744,105.798,105.445,41017,458092436.0,0.34,0.38,0.405,2.13
2024-05-29,106.082,106.129,106.182,105.842,36183,405538967.0,0.32,0.36,0.385,1.88
2024-05-30,106.16,106.385,106.437,105.963,36380,408517082.0,0.45,0.24,0.256,1.89
2024-05-31,105.495,105.633,105.94,105.494,65378,730416980.0,0.42,-0.71,-0.752,3.4
2024-06-03,105.64,105.775,105.86,105.635,39790,444773813.0,0.21,0.13,0.142,2.07
2024-06-04,105.83,105.805,105.931,105.719,40987,458238684.0,0.2,0.03,0.03,2.13
2024-06-05,105.905,105.958,106.018,105.84,41404,463492157.0,0.17,0.14,0.153,2.15
2024-06-06,105.957,105.933,106.061,105.913,33476,374826925.0,0.14,-0.02,-0.025,1.74
2024-06-07,106.052,106.114,106.134,105.945,37471,419869942.0,0.18,0.17,0.181,1.95
2024-06-11,106.174,106.317,106.367,106.13,29106,326872395.0,0.22,0.19,0.203,1.51
2024-06-12,106.321,106.201,106.38,106.185,27386,307447670.0,0.18,-0.11,-0.116,1.42
2024-06-13,106.34,106.477,106.49,106.202,40303,452946997.0,0.27,0.26,0.276,2.1
2024-06-14,106.671,106.775,106.838,106.6,44998,507229869.0,0.22,0.28,0.298,2.34
2024-06-17,106.905,106.956,107.056,106.829,48240,544764954.0,0.21,0.17,0.181,2.51
2024-06-18,106.993,107.386,107.424,106.993,42219,478147892.0,0.4,0.4,0.43,2.2
2024-06-19,107.477,107.371,107.611,107.063,41032,465068163.0,0.51,-0.01,-0.015,2.13
2024-06-20,107.569,107.867,107.875,107.468,42349,481544858.0,0.38,0.46,0.496,2.2
2024-06-21,107.602,107.3,107.775,107.02,43087,488590807.0,0.7,-0.53,-0.567,2.24
2024-06-24,107.304,107.753,107.789,107.182,40645,461656085.0,0.57,0.42,0.453,2.11
2024-06-25,107.894,108.137,108.24,107.894,46566,531361548.0,0.32,0.36,0.384,2.42
2024-06-26,108.13,108.065,108.206,107.907,52043,593845273.0,0.28,-0.07,-0.072,2.71
2024-06-27,108.012,108.379,108.447,108.006,46093,526841971.0,0.41,0.29,0.314,2.4
2024-06-28,108.5,108.742,108.788,108.381,45994,526931005.0,0.38,0.33,0.363,2.39
2024-07-01,108.742,107.481,109.121,107.358,84626,966647273.0,1.62,-1.16,-1.261,4.4
2024-07-02,107.303,107.805,107.858,107.258,60845,691488622.0,0.56,0.3,0.324,3.16
2024-07-03,107.806,107.956,108.0,107.631,57294,652245335.0,0.34,0.14,0.151,2.98
2024-07-04,107.85,107.628,107.94,107.6,56371,641124456.0,0.31,-0.3,-0.328,2.93
2024-07-05,107.519,107.17,107.559,107.121,48731,552179828.0,0.41,-0.43,-0.458,2.53
2024-07-08,106.713,106.876,107.063,106.462,57403,647230087.0,0.56,-0.27,-0.294,2.99
2024-07-09,107.125,107.365,107.465,107.125,41321,468241685.0,0.32,0.46,0.489,2.15
2024-07-10,107.205,107.348,107.411,107.167,39681,449488098.0,0.23,-0.02,-0.017,2.06
2024-07-11,107.228,107.333,107.354,107.177,31765,359821462.0,0.16,-0.01,-0.015,1.65
2024-07-12,107.481,107.601,107.683,107.478,48613,552294507.0,0.19,0.25,0.268,2.53
2024-07-15,107.635,107.798,107.888,107.626,39146,445459430.0,0.24,0.18,0.197,2.04
2024-07-16,107.82,107.693,107.904,107.321,51172,581869115.0,0.54,-0.1,-0.105,2.66
2024-07-17,107.78,107.726,107.878,107.636,28757,327099475.0,0.22,0.03,0.033,1.5
2024-07-18,107.849,107.59,107.849,107.57,20960,238152435.0,0.26,-0.13,-0.136,1.09
2024-07-19,107.588,107.739,107.78,107.521,24133,274307546.0,0.24,0.14,0.149,1.26
2024-07-22,107.99,108.122,108.148,107.851,47519,541753899.0,0.28,0.36,0.383,2.47
2024-07-23,108.112,108.157,108.29,108.068,38947,444660035.0,0.21,0.03,0.035,2.03
2024-07-24,108.058,108.301,108.319,108.002,37313,425967986.0,0.29,0.13,0.144,1.94
2024-07-25,108.361,108.6,108.649,108.361,49353,565386711.0,0.27,0.28,0.299,2.57
2024-07-26,109.0,108.979,109.068,108.79,43519,500387553.0,0.26,0.35,0.379,2.26
2024-07-29,109.093,109.481,109.552,109.091,29807,343643109.0,0.42,0.46,0.502,1.55
2024-07-30,109.799,110.021,110.2,109.699,53180,616701091.0,0.46,0.49,0.54,2.77
2024-07-31,110.184,109.799,110.399,109.568,71437,827769736.0,0.76,-0.2,-0.222,3.72
2024-08-01,109.82,110.194,110.255,109.738,60746,705242675.0,0.47,0.36,0.395,3.16
2024-08-02,110.5,110.443,110.778,110.1,60169,701328842.0,0.62,0.23,0.249,3.13
2024-08-05,110.9,111.626,111.712,110.827,73949,866469488.0,0.8,1.07,1.183,3.85
2024-08-06,110.6,110.846,111.205,109.818,68658,801153399.0,1.24,-0.7,-0.78,3.57
2024-08-07,110.802,110.986,111.095,110.65,69834,815716408.0,0.4,0.13,0.14,3.63
2024-08-08,110.56,110.234,110.75,109.9,77313,899000241.0,0.77,-0.68,-0.752,4.02
2024-08-09,109.789,109.994,110.067,109.651,50241,582403276.0,0.38,-0.22,-0.24,2.61
2024-08-12,109.6,108.706,109.65,108.681,79966,919216718.0,0.88,-1.17,-1.288,4.16
2024-08-13,108.9,109.308,109.53,108.9,66997,772426246.0,0.58,0.55,0.602,3.48
2024-08-14,109.82,110.068,110.442,109.817,89288,1037668302.0,0.57,0.7,0.76,4.64
2024-08-15,110.183,109.668,110.539,109.57,96090,1113826005.0,0.88,-0.36,-0.4,5.0
2024-08-16,109.781,109.868,110.155,109.633,100974,1171104049.0,0.48,0.18,0.2,5.25
2024-08-19,109.985,110.397,110.411,109.889,70992,824947893.0,0.48,0.48,0.529,3.69
2024-08-20,110.417,110.599,110.686,110.355,79108,922026816.0,0.3,0.18,0.202,4.11
2024-08-21,110.8,110.185,110.858,110.05,70181,805775094.0,0.73,-0.37,-0.414,3.65
2024-08-22,110.584,110.701,110.77,110.406,93309,1074338840.0,0.33,0.47,0.516,4.85
2024-08-23,110.748,110.913,110.969,110.577,84830,977624596.0,0.35,0.19,0.212,4.41
2024-08-26,110.942,110.846,111.041,110.702,60083,693384017.0,0.31,-0.06,-0.067,3.13
2024-08-27,110.484,110.198,110.779,110.032,92437,1061867137.0,0.67,-0.58,-0.648,4.81
2024-08-28,110.32,110.415,110.471,109.9,99548,1142071462.0,0.52,0.2,0.217,5.18
2024-08-29,110.556,110.34,110.661,110.263,81352,934951257.0,0.36,-0.07,-0.075,4.23
2024-08-30,110.471,110.376,110.475,110.076,73914,848077172.0,0.36,0.03,0.036,3.84
